jKh48a2sGpRjq9w,0.2398497025362697,0.12733535121594822,0.14747938628535642,0.4853355599624256,-0.42093784078516905,6.5120152600402665,8
qwtg184xmOxmeMj,0.29038297872340424,0.1356109422492401,0.17843161094224924,0.3955744680851064,-1.1394370753801359,8.847267104662297,11
leAuT8UVoh,0.17909873164844084,0.103840431177101,0.11710661852688094,0.5999542186475773,-0.22120055517002082,4.0820557411794285,14
eKzjEwUj0h,0.1889723424935937,0.10919855085269947,0.11343995758593267,0.5883891490677742,-0.062079668908432487,3.2899898808747992,8
wpHaf0yStnI,0.20231438939679475,0.1291915211737038,0.145311258897005,0.5231828305324965,-0.21927966101694915,3.7800943963659863,11
nWfN7yBL9vY,0.23737719476771077,0.13339747266369406,0.1868859738385539,0.44233935873004127,-0.56442795782897304,3.6804448992417886,9
xVhkxgncICyjq2G,0.17853598835670811,0.09354326541413072,0.10280497486107436,0.6251157713680868,-0.17289286816918803,3.9386168551482728,9
qfMgVgNMKi8,0.17587237849987997,0.10182659363201886,0.11950330619994326,0.6027977216681579,-0.18124860147684047,2.5104472214821567,9
qKpbtTNwXk_Ly,0.27598665925514176,0.12201222901612006,0.1517509727626459,0.4502501389660923,-0.74305555555555558,8.7464795524691343,8
cF6s51G2P47S,0.2863070539419087,0.13831258644536654,0.14488243430152145,0.43049792531120334,-0.10734463276836158,5.2031663953525484,5
7_kg7BsyyTy8,0.20925338442692465,0.13320978735433614,0.13339824732229796,0.5241385808964413,-0.0019442644199611147,2.7550189029207646,8
kNoQsElQpQf_RYl,0.21284646106723523,0.12453079487102489,0.1463019128554698,0.51632083120627,-0.32798009500113096,4.8840599100312962,13
cvkdwkXe8,0.2197317254336523,0.11987154279722113,0.15255385153143705,0.5078428802376895,-0.41940005606952624,3.8291498503280037,10
oqg9mdTD9WnS,0.2183556260862994,0.11977631678379808,0.14754779717373234,0.5143202599561701,-0.21273516642547033,2.2363645883291694,7
n0Wd1LVPb,0.21766951848971222,0.11714864833015155,0.11730184543590469,0.5478799877442315,-0.0032687955745536838,5.3545279119078524,8
r7Vy_BthlVa,0.22226855713094246,0.12322768974145121,0.12239366138448707,0.5321100917431193,0.012195121951219513,4.1461927424152289,5
ntS__KSkdt,0.2336710009071666,0.1261213587339986,0.14481907065819977,0.495388569700635,-0.24618447246184472,3.9314303654390548,8
cMTZSE9okk6j,0.16422272561789572,0.09953750522497741,0.13915294688726185,0.597086822269865,-0.60973331949776899,3.8775767370168217,8
Ro3m1WbZfOyGi,0.19779669504256384,0.1186780170255383,0.09514271407110667,0.5883825738607912,0.38842975206611569,3.3780479475445659,5
ruQ6EDoSy7tKwr,0.24794765020820939,0.13414634146341464,0.1646044021415824,0.45330160618679355,-0.49183477425552352,5.7734683915285032,9
p7eTalN7koz,0.20770681235797514,0.12216151751035471,0.15549001595513223,0.5146416541765378,-0.40620703201728542,3.4566811741874393,7
rvmqAcBd6rBPmv,0.24911397436322083,0.13944553012487165,0.16422112550097712,0.44721937001093043,-0.26026443980514963,3.2913438409971287,11
pyX35IIVQv,0.22504200906935526,0.13179338443477662,0.1662293119720093,0.47693529452385885,-0.74151177199504337,7.0962569462678635,10
