7VbnLI9dA,22.08374143,178.5958277,1.767458813,0.060731858,3.306072478,0.911706514,1.049951028,0.047455923
bebChK7PskxB,20.74380165,141.8710015,1.791656579,0.075596756,3.454545455,0.655647383,1.022038567,0.021552869
bgfywlOA6,27.02382844,122.1503456,1.812395156,0.035434312,3.487688642,0.513549781,1.009531374,0.009440527
bLGuM9uvR3Ogqo4,25.91762673,164.998399,1.773185661,0.038475484,3.519009217,0.597564917,1.006912442,0.006864661
bRahtGwx06RIgV,23.40560876,225.7349343,1.88492332,0.04992394,3.535567715,1.006600875,1.067715458,0.063130075
brLupKkBSjAvYfj,17.79295426,195.1023731,1.852820993,0.088906211,3.122991347,0.724675353,1.103831891,0.119008802
bwYxTvd6pj,20.61079545,105.4649971,1.740591083,0.028223652,3.561079545,0.822973835,1.004261364,0.004243204
cAX9NIcworqhMwk,24.50555262,199.0611802,1.861054339,0.045226331,3.295610788,0.618589936,1.051824432,0.04913866
cD1ky1p0WKII,11.22137405,55.83190956,1.614096498,0.089589525,2.705343511,0.664322592,1.06870229,0.063982285
cHVnuIJXPd3,21.33125599,64.19276228,1.646248342,0.044558331,3.38590604,0.655007496,1.015819751,0.015569486
cksHQYVrFx,25.27324171,205.3643042,1.780753178,0.067026181,3.441390461,0.843169611,1.05982215,0.056243461
cVMSpkU44YuFaiO,14.43002028,99.98039696,1.817710513,0.062674241,3.080628803,0.774939158,1.074036511,0.068555106
d2PJ4eiYZ,23.7405628,171.5126512,1.815178918,0.037095861,3.908716541,1.528386616,1.010295127,0.010189137
ddpLPfmBUhE8,19.60759494,157.2384233,1.817496492,0.058825986,3.221518987,0.659790098,1.047468354,0.04521511
dfHWc2_qwC3NDCK,22.66111655,197.9253147,1.787150354,0.068473808,3.230656219,1.055024937,1.068560235,0.063859729
dg39qWQ0x8bYHtr,20.58634538,158.3678457,1.743422018,0.065475576,3.396787149,0.965451525,1.025702811,0.025042177
dMRTIPTVKC0FRR,18.71297602,160.7138091,1.844998705,0.063192786,3.165021157,0.596181276,1.074753173,0.069165137
dQVB6A9h0_KryR,26.71168831,183.2614651,1.845162662,0.052288012,3.571428571,1.098577613,1.015584416,0.015341542
dRKq_MPXqfR3u0,16.68963585,122.8997525,1.820466356,0.064331431,3.030812325,0.647229872,1.10140056,0.091118487
dSbrVC1yK1,34.69074492,176.4799821,1.736638467,0.030998994,3.956358164,1.138802689,1.002257336,0.002252241
duTyIJwiyzO,12.92563482,114.0470696,1.817464557,0.076813694,2.902660218,0.714225088,1.160822249,0.136167643
dybfWfXJkjMWp6m,26.33031989,277.0459653,1.807627719,0.056031384,3.924895688,5.5590325,1.054242003,0.052690629
eEfme1LGf2z,20.30263158,213.5224492,1.813437046,0.069233333,3.467105263,0.630496884,1.096491228,0.091566636
eHGzDKHpMI,19.18618881,185.2301939,1.76392957,0.06877701,3.408216783,1.106960457,1.052447552,0.049696807
f2qgfAlnfxiB7qN,28.64049811,147.7354038,1.738499546,0.042333188,3.52571738,0.766934718,1.006497022,0.008620485
f5ndxWrZKIE,30.47139939,184.0908572,1.773847679,0.048281528,3.803881512,1.36398902,1.005617978,0.006607866
f5Q6F6wbjkS7eB,20.70190275,193.1028223,1.871566843,0.062188427,3.539816772,1.490134145,1.054263566,0.051319031
fAa1yL,23.89208633,139.2905129,1.704495883,0.051202976,3.561151079,0.61316702,1,0
fFRVeo1I,28.37370753,149.5102688,1.771843411,0.034239668,3.652880355,0.717026416,1.006646972,0.00660279
fGlr0YAbXbu7,30.15132743,216.4470115,1.499930791,0.085725552,3.455752212,1.840962487,1.00619469,0.013235962
fK2wqVJGT54gvuS,30.84063745,210.8032888,1.837661998,0.035735533,3.621513944,0.633640736,1.007968127,0.007904636
fsW5dXZGGIQEs0,13.76453274,103.1748716,1.827112476,0.06979453,2.91464312,0.604929067,1.118469463,0.10590612
fvSIo2aurRj,23.27729084,177.424305,1.799233196,0.046243417,3.39123506,0.709883335,1.039840637,0.038253361
g336FaT2YhXw,19.33176839,151.7428249,1.767901784,0.05530633,3.301251956,1.132251954,1.048513302,0.050854597
g4UG1YQEnmo,18.53839869,148.5361072,1.855100287,0.05327861,3.260620915,0.914919876,1.064542484,0.060376751
g9_OxarnRqOAUn,21.54512958,200.4070339,1.817659457,0.05470402,3.261840929,0.775943349,1.051831993,0.049145437
gdcPCRZS1KRaNEl,23.18656716,236.2661877,1.853676042,0.048356725,3.50331675,1.00123278,1.058872305,0.055406357
ge9ua7b,23.13533835,209.0450562,1.812643666,0.048122808,3.256713212,0.676311002,1.083780881,0.076761645
gEnjmX,24.95844687,222.8954123,1.865228395,0.042866241,3.694141689,0.945279032,1.022479564,0.021974233
gs0oICfYwquGoVz,16,120.8198198,1.834125705,0.055532263,3.284534535,0.919790849,1.044294294,0.04233231
h6uymsrX6mbFlh,14.48511166,106.0016394,1.78888769,0.066752849,2.854218362,0.541402801,1.098635236,0.088906326
hAYtV3a,27.3851492,193.334658,1.828174794,0.038951394,3.477446218,0.671420543,1.028452464,0.027642921
