jKh48a2sGpRjq9w,0.95614035087719296,0.26562019082794708,114
qwtg184xmOxmeMj,1.0,0.0,5
leAuT8UVoh,0.69059829059829059,0.36837314632186424,585
eKzjEwUj0h,0.46666666666666667,0.63350427350427352,195
wpHaf0yStnI,-0.14527503526093088,1.6707146281637855,709
nWfN7yBL9vY,0.14705882352941177,0.98773199119219868,187
xVhkxgncICyjq2G,0.47204968944099379,0.7026349292079781,161
qfMgVgNMKi8,0.16147859922178989,1.2054421717209949,514
qKpbtTNwXk_Ly,0.83333333333333337,0.1388888888888889,6
cF6s51G2P47S,0.0,0.0,0
7_kg7BsyyTy8,0.69012345679012344,0.61570492303002589,405
fo9U2QjN2t,0.40277777777777779,0.37943672839506171,72
cvkdwkXe8,0.14705882352941177,0.93425605536332179,34
oqg9mdTD9WnS,0.44859813084112149,0.81745130579089853,107
mIS9QmnxTykHnkS,0.25454545454545452,0.75338842975206577,55
r7Vy_BthlVa,0.55681818181818177,0.53654442148760317,44
ntS__KSkdt,0.47499999999999998,0.71187499999999992,20
cMTZSE9okk6j,0.75396825396825395,0.68153187200806242,189
Ro3m1WbZfOyGi,1.1551724137931034,0.27764565992865636,29
ruQ6EDoSy7tKwr,0.89393939393939392,0.23875114784205698,33
p7eTalN7koz,0.24806201550387597,0.9888528333633797,129
rvmqAcBd6rBPmv,0.27647058823529413,0.51474048442906573,85
pyX35IIVQv,0.15789473684210525,0.73734995383194823,570
kABBqs5cM25,0.0,0.0,1
cSNLPluX9b,0.58771929824561409,0.51862111418898116,114
ivohGrJy0rBBNh,0.29411764705882354,0.41349480968858132,17
oe2Lc97,0.5,0.58333333333333337,12
qgzfcSjr2V7C7XW,0.82195845697329373,0.32290061548485949,337
folDdnr,0.50210084033613445,0.45062583857072247,238
b0GiwFwd_DE6,1.0429762668377165,0.11056484292615328,3118
ntPzsU7V,0.24218362282878411,0.71157041789556008,2015
nINcNi304N,-0.80144694533762062,1.1981168774102833,622
lidbdt,0.071428571428571425,0.3520408163265305,14
qLaMChw1e,0.46755555555555556,0.98050291358024699,1125
dFJ7PnU,0.20000000000000001,0.83500000000000019,160
fmT904TjDcsE,0.82258064516129037,0.17013527575442247,31
fE28aNayZ3KZ2,0.57692307692307687,0.63254437869822477,65
o01Bk7QsMt4Ou7f,1.0416666666666667,0.14409722222222224,12
l7AyNLcqXS85hCp,0.70102564102564102,0.34574253780407621,975
g_7Cf1tdhiKEw,0.2268993839835729,1.051699421087916,487
mb87K0Eu,0.86792452830188682,0.15236739053043794,53
g3jE7iCVr,0.62909836065573765,0.48025984278419787,488
pUprG6dM1MR28N,0.51023890784982939,0.63812042073873887,293
n0Wd1LVPb,0.140625,0.98456488715277779,288
bAkRNyg7Fceb,0.75,0.3482142857142857,42
fa3GwVtFA4b,0.70183486238532111,0.43632690850938494,109
w_JvQuPvO6_Goqs,0.53125,0.2958984375,16
bnAa0F2Y5VRG4,0.080645161290322578,0.59833506763787714,31
jw09IIGPHPy,0.68415417558886504,0.82797160792153679,467
nj4TXaS6Zkcl7X,0.39644970414201186,0.67418857883127337,169
dX2JIpS5Wjevq,0.066666666666666666,0.72888888888888892,15
uDoxDKkYcHtYqDP,0.50273972602739725,0.8876637267780072,365
mZtJDzlu_cOra2,0.46142433234421365,0.61572260035749193,337
l1EluZVQ5W74Rtk,-0.065217391304347824,1.2674858223062382,23
eStcdoaCX0edZEn,0.11764705882352941,0.4273356401384083,17
kBszzoYUVMl,0.0,0.0,0
uJN3VC,0.90206896551724136,0.34351296076099885,725
ioY8SXeZ4O,0.14285714285714285,0.40816326530612235,14
mwt9IvKkgihyVg,-0.081818181818181818,0.91603305785123978,55
eXJsfS4am8,0.87619669277632728,0.76959441213875757,2298
neXKBk6SLTROsGY,0.16374781085814361,0.83089243377366651,571
rCjuqQvpZLHx,0.68014705882352944,0.6826205666089965,272
hXK1u_iX,0.453125,0.521240234375,64
hCX3ND,0.13957597173144876,1.0185044138396036,283
pcGQnQhVkvlw,0.93137254901960786,0.12568242983467898,255
s3eg4rQM0hUjI5,0.055555555555555552,0.69135802469135799,9
nhcJCpQck,0.29157667386609071,0.21411911237165812,463
sLwlzEVoQ2fv,0.29545454545454547,0.79338842975206603,88
caLFQL2FEUZ,0.32608695652173914,0.85018903591682427,92
bc2JTIhYY,0.0,1.1875,8
iQUdHRtlB2aDAaa,1.5,0.0,3
tKjCAHusd9,-0.5,1.1875,72
qtQmgAdMbsnDNB,0.52380952380952384,1.0351473922902497,21
wnkxDbh7vs,0.5053763440860215,0.6585732454619031,93
usnrPoAY7EtidZb,0.1111111111111111,0.39506172839506171,27
ll4cOgXjKVU,1.286764705882353,0.38467776816609006,68
cKpMlHgzd5JF,0.51515151515151514,0.5376492194674013,33
urXbj7,0.625,0.359375,16
m_7_ghXxwtnJ,0.0,0.0,0
vth60A9DZpITQwF,0.34916201117318435,0.80685683967416744,179
JYCWB2ej5lrw,0.33333333333333331,0.86805555555555547,24
vb0ehNa03FWhOZ,1.0,0.072784810126582278,1264
hFAPzG5Bmiz,0.083333333333333329,0.86805555555555569,12
v3nE3bWaUq,-0.14285714285714285,0.97959183673469385,7
FFGCSVhmpAbS1JS,0.45278969957081544,0.43983127337029609,233
dSTN2xwatF5Txs0,0.26470588235294118,0.48385236447520191,51
l2lUKGt,0.75730994152046782,0.40747580452104931,171
vLip1w96w,0.25,0.609375,32
jtyblBelXcgIT85,0.61606425702811241,0.42220512572377861,3735
nP4Ww2qQd,-1.0,0.0,1
efcONMPzgk9hV_z,0.81525076765609006,0.39345216331824384,977
ggTTeHtNw,0.82352941176470584,0.3512110726643598,17
dnzfDT5wY1k5o8,-0.2857142857142857,0.65646258503401345,21
qx4t_VX,1.0,0.0,2
b8QbCYl,-0.22727272727272727,0.63016528925619841,44
tiP6DJB7jKZYQ4K,0.25,0.1875,8
iWpBhtqZOjD_0dp,0.5,0.20000000000000001,10
x7SBHD9X1eHlJ,0.011627906976744186,1.1731206057328287,215
kjBLh4vEyTTkaJI,0.88219178082191785,0.4628335522612122,365
hicLarOMuOlI_,0.0,0.0,141
wFTXq0A_7dlI,0.018867924528301886,0.93360626557493753,53
xh8Csv8C,0.49063670411985016,1.0589010927352049,267
l5TUbzeWJ3Y5,0.31301182893539581,0.92886617911394354,1099
t91GK,0.25,1.5625,2
uPhLdbgaOUK,0.087912087912087919,0.1241395966670692,91
ww8iMNDT_,0.28333333333333333,1.283611111111111,90
sCMvPIvmtBW3,0.25,0.3125,6
fzeWu51Q4QuVTla,0.70977011494252873,0.69019190117584883,174
rDE4VBM1KSBgNog,0.20000000000000001,0.16000000000000006,10
HRl8jtY6xwI,0.97371495327102808,0.068526386038081949,856
kNoQsElQpQf_RYl,0.23499999999999999,0.93441785714285708,700
k1SRruhluiyxrCz,-0.16666666666666666,0.80555555555555569,6
qEjqrtfo6__TzlC,0.0,0.0,0
vCHJ0rxd67g4n,-0.033426183844011144,0.84428658995507488,359
dbIgDrjqsiBH7PT,0.46376811594202899,0.67622348246166752,69
eFkbfv5Wsu,0.1702127659574468,0.72828099921807488,517
n2NtPc9V60N43pn,0.35726872246696034,0.58843835510101106,1135
xAb8zbMHstS,0.31829733163913598,1.0927782953296017,787
gKZLwiSdGbry7Bu,0.49214659685863876,0.74732052301197882,191
hxhuC,0.63814180929095354,0.73580681607594411,409
n4FRyH4lcbEiHVM,0.023636363636363636,0.5167140495867768,275
kxjmGxSdj3tHi,0.30801687763713081,0.81862771279531421,237
jqU4TUUPEu,-0.14634146341463414,0.66151100535395591,41
kseppzcENc8pfy,-0.2363013698630137,0.877380840683055,146
qCWDGt1jTJKy,0.21428571428571427,0.46122448979591824,70
pCMjram,0.63636363636363635,0.82231404958677667,11
sSUxiobquj5z,0.52173913043478259,0.22778827977315688,23
czRPoHX3E_B3,0.6294583883751651,0.81349151643227724,1514
ctt9wSzU,0.95270270270270274,0.70046566837107382,148
kwHvh5kx1gxCsxt,0.38414634146341464,0.71523646638905425,82
j33ihpdbJfzq,0.088888888888888892,0.48654320987654326,90
_UqnfSjiEX,0.089285714285714288,0.25095663265306117,28
xRmLtYAYJ5,0.68867924528301883,0.34175863296546816,53
bz1PWe6KVzo_,0.5,0.25,2
ikiFPHMmtaGdLW,0.0,0.0,2
k2A8t8IGuXAQg,0.34305555555555556,0.763562885802469,360
xyUJSebBNSu,0.99160777385159016,0.055804128844160868,1132
