d2PJ4eiYZ,0.020700063539033267,0.0047976174144030125,0.8714993115470612,0.12850068845293888
xyYqXBEp0k,0.020438084851368127,0.005414072526090513,0.89068002677293,0.10931997322707003
gEnjmX,0.02362747907848348,0.0051968083318664846,0.8347776182472106,0.16522238175278933
sq24HfcN3u,0.027129287612382025,0.0056719742330740303,0.8253303871159648,0.17466961288403518
iQAEvwou6mB,0.023507134975127478,0.0051269167286583893,0.8495130234509949,0.15048697654900506
qhFO5DM8,0.020797839659701556,0.0045404458136715309,0.8618101369178681,0.13818986308213183
tNkY83vbE,0.018993733149220503,0.0043184327996976489,0.8713891062389219,0.1286108937610782
g9_OxarnRqOAUn,0.028921232114396518,0.0066523569140204009,0.8413138466174477,0.15868615338255235
tEiy9TJHjW3,0.029898207611102394,0.0069772772660629404,0.8362665677697547,0.1637334322302453
tFtBExRJBk,0.030252768497930366,0.0072946388133616012,0.8245179433012096,0.1754820566987904
lStXf77DFFOqMd3,0.026522011652865871,0.0059698165523161166,0.8584531887409949,0.14154681125900512
jq_clN3FEX,0.027285111898737825,0.0057506765060845663,0.8208187589065942,0.17918124109340589
jpA80RCT8ljL9e,0.026609908699082578,0.0055322649924304029,0.8470048076123301,0.1529951923876699
fFRVeo1I,0.020769262646940765,0.0044221051275854344,0.8624866842010992,0.1375133157989008
tXiQomcH64W3,0.022439221163743001,0.0058690464710316817,0.8636264228812954,0.13637357711870463
dfHWc2_qwC3NDCK,0.020357679209498231,0.0053896442331007087,0.8755581516222112,0.12444184837778881
x5SMTJGkkeDi,0.029901010523659705,0.0064454094850575332,0.8293257180327246,0.17067428196727544
qhV6DmemqXKprwU,0.042795541104169894,0.0096053604115847457,0.8097692618156694,0.1902307381843306
wVyVdyXBJi1s,0.029034605191997333,0.0059398854453024128,0.8294879219368645,0.1705120780631355
o4d_ZMCaPR669,0.024878052523680031,0.0057611269458214785,0.861567129413957,0.13843287058604303
hfchSKPX25emwy,0.033553144266877465,0.0067784012012292753,0.8141110679611651,0.18588893203883494
ge9ua7b,0.023605916233462077,0.0046150321131821536,0.8246091666900559,0.17539083330994415
f5ndxWrZKIE,0.026049033501785668,0.0051817672278349266,0.82719101041716,0.1728089895828399
q659DpeVQKNpP,0.02615256470804175,0.0048170671685698182,0.8275030793594932,0.17249692064050678
SZVNvirefQ,0.022904143715482064,0.0051726242868941012,0.8465926505291612,0.15340734947083878
jyzUXkRYN,0.025731719347182453,0.0050719461200945471,0.829483209313932,0.17051679068606795
fGlr0YAbXbu7,0.010706599294180979,0.0030101172888210522,0.9429405181957929,0.05705948180420706
hAYtV3a,0.028815209337542079,0.0056157346337560284,0.8135915430087858,0.18640845699121428
jNrMqx8XNTHm5K,0.02681967255118714,0.0053088172273683043,0.8370351864409468,0.16296481355905318
