d2PJ4eiYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0258755880815473,5.784746031568198,15
xyYqXBEp0k,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.0,-0.8760226557583386,3.6177321983539295,9
gEnjmX,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.54336602994321115,4.7519913544061794,12
sq24HfcN3u,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.043995243757431628,7.2287421830927157,12
iQAEvwou6mB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0095610604085180351,6.3293305765628034,12
qhFO5DM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23431887261674494,5.0260562575355063,12
tNkY83vbE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35675529028757463,5.1198770464655015,15
g9_OxarnRqOAUn,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.9705882352941176,0.0,0.0,0.0,0.0,0.30942091616248918,6.2033079619825662,10
tEiy9TJHjW3,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.056413488811849981,9.8156010039403334,16
tFtBExRJBk,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.05,0.0,0.0,0.023004531195538514,8.6376722554691874,16
lStXf77DFFOqMd3,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.125,0.0,-0.39776357827476039,4.6937543168417228,11
jq_clN3FEX,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.68864864864864861,2.3463035792549309,9
jpA80RCT8ljL9e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27275610529654298,4.2605232316666584,12
fFRVeo1I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22742759795570699,5.8758746433950826,15
tXiQomcH64W3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.88093575418994419,5.825558342241191,13
