d2PJ4eiYZ,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.6,-0.27652901202300051,3.194310586847795,8
xyYqXBEp0k,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.5454545454545454,0.26400251730648205,2.5083391717998302,8
gEnjmX,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.4166666666666667,-0.34434692823954571,3.7544246767497276,7
sq24HfcN3u,0.2631578947368421,0.21052631578947367,0.0,0.5263157894736842,-0.41973840665873957,5.1757816200350355,6
iQAEvwou6mB,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,-0.16688396349413298,3.3884904641539557,9
qhFO5DM8,0.4444444444444444,0.3333333333333333,0.0,0.2222222222222222,-0.057198121027908264,3.4869190353543029,18
tNkY83vbE,0.0,0.0,0.0,1.0,-0.096852957135105805,3.0554594395829535,8
g9_OxarnRqOAUn,0.029411764705882353,0.058823529411764705,0.20588235294117646,0.7058823529411765,-0.11668107173725151,4.0512083451300525,14
tEiy9TJHjW3,0.0,0.0,0.25,0.75,-0.24204223132682004,4.2704417164642301,11
tFtBExRJBk,0.35,0.15,0.05,0.45,-0.30585569884977343,5.0111926191214096,13
lStXf77DFFOqMd3,0.125,0.125,0.375,0.375,-0.56975505857294995,4.3516305044339427,9
jq_clN3FEX,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.4,0.10810810810810811,3.0110153396639885,7
jpA80RCT8ljL9e,0.0,0.4,0.2,0.4,-0.1522359657469077,2.7234147594168996,8
fFRVeo1I,0.5,0.16666666666666666,0.0,0.3333333333333333,-0.11101646791595685,4.169106348962198,10
tXiQomcH64W3,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.19762569832402235,3.7723965973284228,10
dfHWc2_qwC3NDCK,0.0,0.0,0.0,1.0,0.31618067467124072,3.7590921022909116,11
x5SMTJGkkeDi,0.5,0.0,0.0,0.5,0.0084086942725686183,3.3841907566561247,10
qhV6DmemqXKprwU,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857,-0.61661860129776491,3.9678348530930689,8
wVyVdyXBJi1s,0.0,0.0,0.25,0.75,-0.18690675600223339,2.7429832291615037,8
o4d_ZMCaPR669,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.096378269617706236,3.025117667777288,7
hfchSKPX25emwy,0.125,0.25,0.5,0.125,-0.37037037037037035,3.6159122085048012,7
ge9ua7b,0.28,0.08,0.16,0.48,-0.23076923076923078,3.5390532544378694,6
f5ndxWrZKIE,0.4,0.1,0.1,0.4,-0.23494882600842865,3.9289953164661107,17
q659DpeVQKNpP,0.2,0.0,0.0,0.8,-0.052375152253349572,2.0520680492729673,7
SZVNvirefQ,0.0,0.0,0.0,1.0,-0.12764816304639315,3.5337193548913697,8
jyzUXkRYN,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.050632911392405063,3.0340785467915903,7
fGlr0YAbXbu7,0.0,0.0,0.0,1.0,0.016809290953545233,1.3062577900359276,7
hAYtV3a,0.125,0.125,0.25,0.5,-0.22777167947310648,4.5595360883746769,8
jNrMqx8XNTHm5K,0.0,0.0,0.0,1.0,-0.1729579207920792,2.9970038744669645,8
g336FaT2YhXw,0.23809523809523808,0.047619047619047616,0.14285714285714285,0.5714285714285714,-0.3602015113350126,3.2795747704763052,8
wizae58MiTmGe,0.5,0.1,0.2,0.2,-0.36734120292299044,2.26444211573346,7
