jKh48a2sGpRjq9w,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.8064516129032258,0.0,0.0,0.03225806451612903,0.0967741935483871,0.3707742639040349,9.8014577429363445,13
qwtg184xmOxmeMj,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,-0.31737301844063409,8.162943082791891,15
leAuT8UVoh,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.050659264399722417,4.8298416888957814,13
eKzjEwUj0h,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.44050698396275217,4.8346654439501897,13
wpHaf0yStnI,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.8695652173913043,0.0,0.043478260869565216,0.0,0.0,0.33029661016949152,7.2351838103274915,14
nWfN7yBL9vY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.6649746192893401,7.9439860302031455,20
xVhkxgncICyjq2G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39672738499536891,3.9892575826739578,13
qfMgVgNMKi8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.051913179682255541,5.0646578971388942,12
qKpbtTNwXk_Ly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,-0.97222222222222221,10.040895061728396,6
cF6s51G2P47S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.16,0.0,0.0,0.08,0.92655367231638419,12.474831625650356,12
7_kg7BsyyTy8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2423849643551523,7.1765055238698476,15
kNoQsElQpQf_RYl,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,-0.28500339289753451,9.7731046652225988,13
cvkdwkXe8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.059433697785253717,6.3502663459684685,12
oqg9mdTD9WnS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039363241678726485,3.1625605207327618,10
