7VbnLI9dA,23.82957884,698.7290369,1.426257617,1.315904568,3.396180215,6.538927623,0.008814887,0.011675481
bebChK7PskxB,22.67768595,718.1027252,1.605695208,1.044110082,3.696969697,5.065197429,0,0
bgfywlOA6,29.69392713,513.4399226,1.778692312,0.817101066,4.068016194,3.584037765,0.005668016,0.00563589
bLGuM9uvR3Ogqo4,29.30126728,638.1540537,1.71471935,0.927249784,3.965437788,4.396270891,0.006336406,0.006296255
bRahtGwx06RIgV,26.54035568,961.178604,1.5946899,1.374981777,3.465800274,5.50738031,0.071819425,0.102229111
brLupKkBSjAvYfj,16.27379481,1181.422564,1.177616996,1.464985337,2.704573548,4.685281926,0.028430161,0.650613234
bwYxTvd6pj,24.88210227,929.2119524,1.75766445,1.05942621,3.943181818,4.255294421,0.008522727,0.011290999
cAX9NIcworqhMwk,24.61237441,595.9708463,1.489568324,0.859103352,3.418826018,4.028709568,0.012162877,0.01836079
cD1ky1p0WKII,7.911450382,194.8990292,0.741424534,0.827684129,1.908396947,4.780921858,0.001526718,0.001524387
cHVnuIJXPd3,21.85858102,323.3122154,1.503531309,1.026063611,3.853307766,5.10024553,0,0
cksHQYVrFx,31.36782538,1117.10561,1.750343882,1.67636601,3.984640259,7.056352599,0.029102668,0.044423851
cVMSpkU44YuFaiO,11.21805274,284.3652319,0.998160217,0.744141782,2.295131846,3.282065551,0.03296146,0.088670134
d2PJ4eiYZ,30.5024022,1055.268525,1.909472074,1.578156911,4.040494166,5.175436406,0.118050789,0.227656324
ddpLPfmBUhE8,20.06962025,890.102748,1.364029276,1.539084359,3.028481013,5.413745794,0.015822785,0.015572424
dfHWc2_qwC3NDCK,24.42213516,2006.072536,1.426107805,1.729685528,3.328109696,6.437887612,0.031341822,0.363366368
dg39qWQ0x8bYHtr,26.33815261,1047.978022,1.677055733,1.750542586,3.893975904,8.303618329,0.028915663,0.06824019
dMRTIPTVKC0FRR,19.34696756,1598.748443,1.309633878,2.03700697,2.968970381,6.065327713,0.016220028,0.283940014
dQVB6A9h0_KryR,32.88658009,1295.052937,1.925683449,1.82422831,4.213852814,6.225262645,0.096969697,0.239947527
dRKq_MPXqfR3u0,14.02969188,297.6993985,1.110290888,0.786236611,2.606722689,3.872223713,0.018487395,0.069686227
dSbrVC1yK1,57.60872837,1566.701685,2.580495539,1.803949511,5.753950339,7.31869207,0.063957863,0.070401491
duTyIJwiyzO,10.56590085,368.7414249,0.873230565,0.836959614,2.004836759,3.73274565,0.006650544,0.009024694
dybfWfXJkjMWp6m,43.61682893,7316.283639,2.123101483,6.333029213,4.342837274,13.90541114,0.302503477,2.357031285
eEfme1LGf2z,23.76096491,1115.366108,1.507120173,1.445382015,3.456140351,5.590181594,0.00877193,0.008694983
eHGzDKHpMI,26.24296675,1884.328861,1.596564221,2.48775306,3.507246377,8.718830695,0.054560955,0.150475788
f2qgfAlnfxiB7qN,34.55332972,880.7615035,1.845191939,1.329061334,4.41256091,6.165472976,0.005414185,0.006467709
f5ndxWrZKIE,41.74463739,1986.421,2.148311828,2.163910108,4.775280899,6.767683144,0.056690501,0.198522653
f5Q6F6wbjkS7eB,24.69837914,2357.918891,1.573878783,2.529077828,3.381254405,6.858873409,0.124031008,0.645645203
fAa1yL,28.10431655,525.8488303,1.854379401,1.031883304,4.230215827,4.436209306,0.010791367,0.017869158
fFRVeo1I,35.13737075,1075.122931,1.950150545,1.376985758,4.40620384,4.863063433,0.016986706,0.031469207
fGlr0YAbXbu7,64.6699115,5296.707856,2.691153745,6.416193638,6.653982301,30.58204166,0.015044248,0.01658783
fK2wqVJGT54gvuS,38.47410359,1419.14176,1.958014247,1.520383104,4.370517928,5.428453517,0.007968127,0.007904636
fsW5dXZGGIQEs0,10.15967623,258.4873806,0.90808007,0.655382286,2.125827815,3.206389583,0.011773363,0.017521432
fvSIo2aurRj,26.54183267,794.222752,1.607544962,1.162223276,3.622310757,5.184840876,0.019123506,0.029913176
g336FaT2YhXw,20.36776213,630.093233,1.396113709,1.218769371,3.190140845,5.355865238,0.03599374,0.097296
g4UG1YQEnmo,17.17728758,468.1932423,1.251558473,0.988124152,2.791666667,3.988459967,0.046568627,0.18819084
g9_OxarnRqOAUn,23.48078642,803.5025352,1.478078645,1.285238767,3.305630027,5.500870894,0.013404826,0.022161687
gdcPCRZS1KRaNEl,26.85323383,1038.359057,1.573080497,1.359581978,3.509950249,5.603134823,0.012437811,0.012283112
ge9ua7b,25.09344791,674.8602256,1.465211007,1.131812665,3.359828142,5.429062914,0.011815252,0.024565018
gEnjmX,30.42302452,996.3394426,1.752159328,1.363942086,3.792234332,5.582855226,0.055177112,0.139326059
gs0oICfYwquGoVz,14.15840841,402.902084,1.156787662,0.964864889,2.546546547,3.722307893,0.042792793,0.134054663
h6uymsrX6mbFlh,11.03101737,244.6218667,0.951705274,0.70947392,2.270471464,3.612949406,0.013027295,0.024023838
hAYtV3a,30.80846634,770.5517951,1.693380781,1.02612055,3.831367106,4.51909938,0.003469813,0.004845698
hfchSKPX25emwy,18.90676796,405.2599542,1.330352548,0.929571359,3.075966851,3.798096441,0.031767956,0.102581957
hZJVerES,20.90659605,710.2060085,1.346278773,1.109895031,3.067886375,5.185088118,0.021184401,0.055401005
hzOAn1MqNd,40.5894405,1192.042631,2.067242035,1.336806049,4.637903861,4.933898207,0.030732861,0.030576374
I4iWXQ_UD,46.16549571,1194.395718,2.2670154,1.482037485,4.943013271,5.369898492,0.054644809,0.109426123
ibTZjZXzX,32.28424658,991.1024231,1.828518785,1.508019152,4.182363014,6.650819074,0.029109589,0.079632084
ijar9VeLK4,18.85516093,486.8563801,1.345044392,0.843825999,3.036071032,3.901584563,0.028301887,0.038599669
iLzKpKGGrSvlh,26.54447592,885.5330077,1.653401156,1.684051734,3.904249292,7.614061264,0.057223796,0.104940735
iM_uxYt,19.08305648,1502.684796,1.445386278,2.467873751,3.203986711,7.277326299,0.112956811,1.371958367
iQAEvwou6mB,17.93523516,491.0613414,1.275524027,0.953600379,2.905936777,4.30726622,0.034695451,0.059706018
iwmsilgt0,25.19726563,599.0164248,1.622097237,0.992934893,3.643880208,4.187631819,0.01953125,0.041285197
jfiiez8DlFjqifd,23.29900881,450.0851532,1.608905129,0.964308459,3.76376652,4.521836915,0.009911894,0.016421578
jNrMqx8XNTHm5K,15.65088757,411.4157367,1.143692196,0.863367627,2.643279797,4.082387214,0.022823331,0.044280448
jpA80RCT8ljL9e,13.22975207,322.9091975,1.152807505,0.705690499,2.629752066,2.990189195,0.012396694,0.017201694
jq_clN3FEX,37.73119469,984.4266375,2.027154505,1.270717154,4.494469027,4.789792417,0.003318584,0.003307571
jtTIHLIvgGACAOL,15.91714614,696.683584,1.213589012,1.187620887,2.791714614,4.494016508,0.03452244,0.327922125
jVHKJGZ,29.86912325,1176.29418,1.675442975,1.221756852,3.792249047,4.718593036,0.035578145,0.236345377
jyzUXkRYN,33.15329125,812.7772232,1.889758902,1.187853751,4.337240757,5.303761909,0.008115419,0.013459839
k0eeWvWBD,17.60013219,503.4296629,1.331227698,0.874414131,2.979510905,3.56137795,0.014540648,0.024904234
k2dEdXL,11.66001813,253.839988,1.083342363,0.895431225,2.330009066,3.406959837,0.133272892,0.238811319
kJOrxGDpuWsjI,30.99916528,1219.638564,1.766393303,1.460752207,3.939899833,5.552314514,0.041736227,0.205269773
koANc79xbaU,13.76555891,676.8828017,1.065219301,1.423581937,2.377643505,4.583065142,0.064048338,0.546955212
kOLV4M,26.32406672,485.1118195,1.727077027,1.158680405,4.100079428,5.610317706,0.005559968,0.007117617
l4LbQ_rAPqo2wp,19.31564987,443.4680044,1.668197074,1.207904107,3.787798408,5.832954569,0.00795756,0.007894237
lcbgxhwH,36.41013333,1036.027524,1.894770197,1.277757102,4.322133333,5.120763449,0.008533333,0.008460516
ldLp3tX6WwVoYA,21.21590909,628.7063737,1.422651486,1.10869777,3.23145933,4.766402655,0.043660287,0.112328229
lkVUsvC,33.85732061,1097.491878,1.919498321,2.18385907,4.661965989,11.39174711,0.006636251,0.006592211
lqUk0B5gSO7xhrB,28.06495726,594.3325327,1.671753621,0.937003874,3.861538462,4.28852071,0.005982906,0.005947111
lStXf77DFFOqMd3,25.42040816,965.3878828,1.602692262,1.508248539,3.621088435,6.737378407,0.108843537,0.165023833
lYUYC0uJF19Ka,1.190943808,8.314877069,0.21392098,0.158032922,0.554282597,0.980277622,0,0
m4BlcVeCGQo,36.91529412,1029.62106,1.903192489,1.275424264,4.271372549,5.702043214,0.018039216,0.020851057
meYmBMa,32.9041769,752.7402037,1.858931757,1.085210952,4.296805897,4.920260068,0.008353808,0.008284022
mOELHlQ4gFwNOEt,25.4119403,1173.961648,1.471303881,1.969144488,3.313432836,7.725640454,0.074626866,0.092938294
nxLPgTw2lg,16.78028169,401.2390478,1.322086096,0.83552916,2.875352113,2.871082622,0.061971831,0.065173577
o_2CP5H6tSIq,13.65074135,387.4518789,1.093370875,0.896574836,2.489291598,4.071961113,0.035145524,0.076743924
o4d_ZMCaPR669,19.09705489,609.530741,1.408601031,1.446378058,3.171352075,5.573048105,0.032128514,0.089998548
o96a5AxEzogl8p,39.61472603,551.6734818,2.105255374,0.789337335,4.536815068,3.347959719,0.002568493,0.002561896
oFzVcyImHcHmCci,22.23513753,809.5037166,1.383987626,1.467618618,3.054125998,5.966014476,0.032830524,0.081442121
oHuBNnwz,36.51093439,1097.476521,1.900131368,1.381120252,4.313121272,5.737939164,0.016898608,0.032517618
oiUjFDYis,20.44940239,630.3621809,1.388898968,1.083451628,3.147410359,4.838031142,0.015139442,0.018097491
oKnBkyygjJeT4OZ,31.15837937,988.2327429,1.723910987,1.34890842,3.845303867,5.744024908,0.023941068,0.027051135
oWgvq_17Z,22.72834937,740.037975,1.463430121,1.171791201,3.283493708,5.17425752,0.034048853,0.080261845
p4YAU5efy,75.25082508,12644.16591,2.229204078,6.052288517,6.675467547,63.79236846,0,0
pFa_fJWIYmn26,46.60633173,28582.8347,2.173181015,6.194396102,4.918100482,11.29060837,0.142463868,5.022374384
