jKh48a2sGpRjq9w,924.0,0.0,924,924,0.0
qwtg184xmOxmeMj,2812.5328372694921,4528.1622183814779,3098,2792,0.0
leAuT8UVoh,44138.000347222223,711116.2274304349,45919,43493,0.0
eKzjEwUj0h,3318.7374547335749,39610.239140340032,3881,3230,0.0
wpHaf0yStnI,182743.49596774194,58410.313226525279,183192,182585,0.0
nWfN7yBL9vY,45069.57594689574,415112.44532539201,46469,44622,0.0
xVhkxgncICyjq2G,3467.1784501389316,163.18396289586212,3552,3465,0.0
qfMgVgNMKi8,21862.188856567464,154680.9515786657,22870,21633,0.0
qKpbtTNwXk_Ly,125.31944444444444,34.384066358024697,144,123,0.0
cF6s51G2P47S,178.0,0.0,178,178,0.0
7_kg7BsyyTy8,6665.8395981853528,14398.731562249437,6668,1,0.0
fo9U2QjN2t,3517.4619726678552,692.47434120662069,3675,3512,0.0
cvkdwkXe8,26574.932996916177,6548.2929594233146,26881,26551,0.0
oqg9mdTD9WnS,5633.4188133140378,4627.9800223254952,5933,5612,0.0
mIS9QmnxTykHnkS,12627.209114508219,2259.321428318875,12842,12608,0.0
r7Vy_BthlVa,333.01524390243901,0.027206647828673398,335,333,0.0
ntS__KSkdt,3192.0285335102853,0.20953753089431365,3201,3192,0.0
cMTZSE9okk6j,27396.432651365667,63580932.433334142,39030,16022,0.0
Ro3m1WbZfOyGi,93.537190082644628,198.56266648452984,122,85,0.0
ruQ6EDoSy7tKwr,609.04226705091253,2974.3824594137945,651,443,0.0
p7eTalN7koz,46073.23119230014,387846.3109186138,47447,45631,0.0
rvmqAcBd6rBPmv,2583.6579679888655,6374.916069079004,2898,2557,0.0
pyX35IIVQv,13583.397769516729,71973.555534058396,14297,13462,0.0
kABBqs5cM25,310.0,0.0,310,310,0.0
cSNLPluX9b,739.33710407239823,4149.535682111341,904,707,0.0
ivohGrJy0rBBNh,2437.808125502816,33.404455295592562,2493,2437,0.0
oe2Lc97,295.01355932203387,0.02693478885377764,297,295,0.0
qgzfcSjr2V7C7XW,15504.807556401196,11805.193191066064,15940,15467,0.0
folDdnr,3330.1716772151899,29023.745052250237,3886,3261,0.0
b0GiwFwd_DE6,54732.903421921139,813246.77128757816,56558,54055,0.0
ntPzsU7V,35843.443485717347,26846458.808894135,44010,27679,0.0
nINcNi304N,163713.1708194906,6327975.4190488299,168416,160960,0.0
lidbdt,429.578125,8.6456821986607135,449,429,0.0
qLaMChw1e,8945.6418958455233,2236.0847514672091,9162,8933,0.0
dFJ7PnU,100266.54308358676,8712093.2410476841,104444,96744,0.0
fmT904TjDcsE,542.8739495798319,177.76058187981076,596,539,0.0
fE28aNayZ3KZ2,38660.546804680467,4514690.7961891601,42038,36390,0.0
o01Bk7QsMt4Ou7f,104.54135338345864,222.7746056871502,133,96,0.0
l7AyNLcqXS85hCp,10058.152023121387,2345.4277560225864,10290,10046,0.0
g_7Cf1tdhiKEw,70330.480569239196,9786.7444226644729,70711,70295,0.0
mb87K0Eu,12015.526847575058,2402.7769928335802,12265,12003,0.0
g3jE7iCVr,3164.6544300303617,35446.456899364624,3640,3088,0.0
pUprG6dM1MR28N,2047.1989895064128,42763.644818256013,2580,1941,0.0
n0Wd1LVPb,25933.867957746479,48432.688047740667,26597,25833,0.0
bAkRNyg7Fceb,1857.1496598639455,212.96853163033916,1940,1854,0.0
fa3GwVtFA4b,6349.437812128419,85693.421400207269,7135,6201,0.0
w_JvQuPvO6_Goqs,885.91882556131259,15126.938143007566,1162,814,0.0
bnAa0F2Y5VRG4,3231.7651883353583,751.20276141653449,3382,3226,0.0
jw09IIGPHPy,14386.327990708478,121712.6701224436,15246,14196,0.0
nj4TXaS6Zkcl7X,88068.333699902243,2812365.4078281485,91006,86294,0.0
dX2JIpS5Wjevq,1256.0,0.0,1256,1256,0.0
uDoxDKkYcHtYqDP,915.0,0.0,915,915,0.0
mZtJDzlu_cOra2,3153.0,0.0,3153,3153,0.0
l1EluZVQ5W74Rtk,104.51612903225806,56.21748178980225,125,101,0.0
eStcdoaCX0edZEn,9885.0,0.0,9885,9885,0.0
kBszzoYUVMl,103.0,0.0,103,103,0.0
uJN3VC,3760.2696078431372,47269.932213571694,4382,3665,0.0
ioY8SXeZ4O,243.27899686520377,9303.9879914702105,319,1,0.0
mwt9IvKkgihyVg,12522.601638197983,6254459.2074051686,16233,9465,0.0
eXJsfS4am8,32692.650381986328,354769.65923085529,34044,32293,0.0
neXKBk6SLTROsGY,144860.63226192852,17141083.351292968,151411,139170,0.0
rCjuqQvpZLHx,8169.0475557917107,38678.057515279826,8697,8084,0.0
hXK1u_iX,26433.370714285713,51508.60185663266,26975,26318,0.0
hCX3ND,9090.6418186624378,26964.006784109861,9635,9025,0.0
pcGQnQhVkvlw,6305.3000213538326,285108.43849455431,7413,5973,0.0
s3eg4rQM0hUjI5,1216.0,0.0,1216,1216,0.0
nhcJCpQck,36401.884153909807,1837084.7199957643,39144,35164,0.0
sLwlzEVoQ2fv,4685.114641744548,2.0803152143321597,4707,4685,0.0
caLFQL2FEUZ,4277.0677170633589,820943.69035238121,6189,3499,0.0
bc2JTIhYY,822.52580071174373,26853.521576316158,1125,703,0.0
